feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,81,log2,8,10,nan,nan,NA,NA,0.02864929877755029,34.32526445388794
0,1,0,0,0,0,0,1,randomForestRegressor,NA,NA,nan,poisson,nan,NA,72,log2,2,4,nan,nan,NA,NA,-0.048417233195812814,41.60236883163452
0,1,1,1,1,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,79,log2,20,9,nan,nan,NA,NA,0.4256780241125716,47.07594704627991
0,0,1,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,39,log2,15,30,nan,nan,NA,NA,0.5730357907142084,77.3136899471283
0,1,1,0,1,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,38,log2,20,21,nan,nan,NA,NA,0.4731840225662305,107.82471179962158
0,0,1,1,0,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,52,sqrt,16,38,nan,nan,NA,NA,0.4438786077265672,138.1031539440155
1,0,1,0,0,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,42,sqrt,13,39,nan,nan,NA,NA,0.3150480685257985,143.66707253456116
0,0,0,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,46,auto,4,35,nan,nan,NA,NA,-0.025545100227861717,181.84910774230957
1,1,1,1,0,1,1,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,25,auto,14,23,nan,nan,NA,NA,0.3168498325016452,194.72711205482483
0,0,0,1,1,1,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,7,log2,17,17,nan,nan,NA,NA,0.2940627761834468,225.1872181892395
1,1,1,1,1,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,76,log2,15,17,nan,nan,NA,NA,0.37645507185388005,254.51929211616516
0,0,1,0,1,0,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,9,auto,13,27,nan,nan,NA,NA,0.32544528281830587,292.2172996997833
1,1,0,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,62,log2,19,37,nan,nan,NA,NA,0.03925153898431977,324.4507145881653
0,1,1,0,1,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,37,sqrt,14,30,nan,nan,NA,NA,0.5445896385772548,330.4725046157837
0,0,1,1,1,0,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,43,auto,11,7,nan,nan,NA,NA,0.48487998399998433,337.60080552101135
0,1,1,0,1,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,40,log2,16,35,nan,nan,NA,NA,0.3410197790291062,359.087610244751
0,0,1,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,70,auto,11,33,nan,nan,NA,NA,0.3274070852302966,400.92896246910095
0,1,1,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,30,sqrt,1,4,nan,nan,NA,NA,0.6121326747225506,434.53469491004944
0,0,1,1,1,0,1,0,kneighborsRegressor,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,6,NA,distance,0.3194664973171788,439.64733266830444
0,1,1,1,1,1,1,1,randomForestRegressor,NA,NA,nan,poisson,nan,NA,80,sqrt,7,3,nan,nan,NA,NA,0.37843982025384804,449.65634632110596
1,0,1,0,0,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,89,sqrt,3,5,nan,nan,NA,NA,0.2868913674827175,455.403119802475
0,0,1,0,0,1,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,29,sqrt,13,21,nan,nan,NA,NA,0.38707578937472664,487.01278805732727
0,0,1,1,1,0,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,29,sqrt,6,35,nan,nan,NA,NA,0.4707420484571624,517.2686455249786
0,1,1,0,1,1,0,0,nnRegressor,logistic,NA,9,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.34746872199067935,540.774994134903
1,0,1,0,1,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,30,sqrt,6,29,nan,nan,NA,NA,0.36544994108135953,571.1013400554657
