feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,1,0,0,1,0,nnRegressor,tanh,NA,10,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.3593932561724107,15.317041158676147
1,1,0,1,1,1,0,0,nnRegressor,relu,NA,14,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.17820132025613922,25.350756883621216
0,0,0,0,0,0,1,0,nnRegressor,identity,NA,21,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.007965544538410252,32.567564725875854
1,0,1,0,0,1,0,1,nnRegressor,logistic,NA,13,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.31323730407483974,41.66571235656738
0,0,0,1,0,0,0,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,88,auto,20,31,nan,nan,NA,NA,-0.024760075781750768,48.55582809448242
0,0,0,0,0,0,1,1,nnRegressor,logistic,NA,10,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.019527187337014307,56.6805682182312
1,0,1,1,0,0,1,1,randomForestRegressor,NA,NA,nan,poisson,nan,NA,12,auto,19,21,nan,nan,NA,NA,0.20856269585810117,65.91162657737732
0,1,1,0,1,1,1,1,nnRegressor,tanh,NA,8,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.6708479303079353,75.22312879562378
0,1,0,1,0,0,1,1,nnRegressor,tanh,NA,9,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.08901536615777772,83.32774829864502
0,1,1,1,1,1,1,1,nnRegressor,relu,NA,13,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.8616094496380222,91.27039790153503
0,1,1,1,1,1,0,0,nnRegressor,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.4131548739313372,100.51619124412537
1,0,1,1,1,1,0,0,nnRegressor,relu,NA,8,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.4142644970062116,108.55547857284546
1,1,1,0,1,0,1,1,nnRegressor,logistic,NA,17,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.380173129607449,114.88776683807373
0,1,1,1,1,1,0,1,nnRegressor,logistic,NA,30,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.401941504293828,123.18636703491211
0,1,1,1,0,1,1,1,nnRegressor,relu,NA,31,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.557128865103514,131.39725613594055
0,0,1,1,0,0,1,0,nnRegressor,relu,NA,30,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.3322345715339585,139.49006628990173
1,1,1,1,1,0,1,0,nnRegressor,relu,NA,12,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.45028192735250716,147.32921934127808
0,1,1,1,1,0,1,1,nnRegressor,relu,NA,12,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.2375240060633913,154.0681471824646
0,1,1,1,0,1,1,1,nnRegressor,tanh,NA,13,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.5715985419406296,165.15223169326782
1,1,1,0,1,1,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,21,sqrt,18,27,nan,nan,NA,NA,0.5221011158683411,195.12772607803345
1,1,1,1,1,1,1,0,nnRegressor,relu,NA,9,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.7259610195679913,203.15878033638
0,1,1,1,0,1,1,1,nnRegressor,relu,NA,17,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.5421750773135392,211.41425609588623
1,0,1,0,0,1,1,1,nnRegressor,relu,NA,13,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.35192328021658814,219.07165575027466
0,1,1,0,1,1,1,1,nnRegressor,identity,NA,19,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.362543456234643,223.50531888008118
0,1,1,1,0,1,0,0,nnRegressor,relu,NA,14,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.3405418486374252,230.85683035850525
1,0,1,1,1,1,1,0,nnRegressor,relu,NA,9,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.017754339233212346,238.43211817741394
0,1,1,0,0,1,1,1,nnRegressor,relu,NA,16,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.00035571852138072124,245.00041508674622
1,1,1,1,0,1,1,1,nnRegressor,logistic,NA,27,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.5750171412273051,254.65196251869202
0,1,0,1,1,1,1,1,nnRegressor,relu,NA,13,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.42984194529928044,261.7862741947174
1,1,1,0,1,1,1,1,nnRegressor,identity,NA,8,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.38209171625098703,266.7031488418579
1,1,1,0,1,1,0,1,nnRegressor,tanh,NA,11,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.4780802469027604,276.98031187057495
0,0,1,0,1,1,1,0,nnRegressor,relu,NA,14,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.5367852237298817,285.11113381385803
1,1,1,1,1,1,1,1,nnRegressor,logistic,NA,8,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.3842999984617861,290.49723982810974
0,1,1,1,0,1,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,9,NA,distance,0.4319224428063939,295.8097290992737
1,0,1,0,0,1,1,0,nnRegressor,relu,NA,9,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.3358685747683633,304.04565691947937
0,1,1,1,0,1,0,1,nnRegressor,relu,NA,21,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.3884597743333694,312.26725149154663
0,0,1,1,1,1,1,0,nnRegressor,tanh,NA,18,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,0.6750973534063631,322.1602985858917
0,0,0,0,1,1,1,1,nnRegressor,tanh,NA,12,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.28520549261997774,331.06848978996277
0,0,1,1,1,0,1,1,nnRegressor,relu,NA,24,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.47310341323540317,338.4488925933838
0,0,1,1,1,1,1,1,nnRegressor,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.35726691870395444,343.4608471393585
1,1,1,0,1,1,1,1,nnRegressor,relu,NA,25,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.6625033525618063,351.33501982688904
1,0,1,1,1,1,1,0,nnRegressor,logistic,NA,22,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.6811017159316558,363.0715618133545
0,0,0,0,1,1,1,0,nnRegressor,logistic,NA,13,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.1779459904837194,374.3681089878082
