feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,0,1,1,0,0,0,kneighborsRegressor,NA,kd_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,1,NA,distance,-1.0029497648970218,5.25102424621582
0,1,1,1,0,1,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.3462025822382525,9.89827299118042
1,1,1,0,0,0,1,0,nnRegressor,tanh,NA,22,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.3128258429966254,18.246841430664062
0,1,0,1,0,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,4,sqrt,13,9,nan,nan,NA,NA,0.10925322687102812,47.05943965911865
1,1,1,0,0,1,1,1,kneighborsRegressor,NA,auto,nan,NA,11,NA,nan,NA,nan,nan,nan,2,NA,distance,0.03260375069247101,51.676337480545044
0,0,1,1,0,1,1,1,kneighborsRegressor,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.44823543566562174,56.29677057266235
0,0,0,1,0,1,1,1,kneighborsRegressor,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.11894415302751926,60.368865966796875
1,1,1,0,0,1,0,0,kneighborsRegressor,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.135154512877654,64.7680561542511
0,0,1,1,0,1,0,1,kneighborsRegressor,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.2853323005624775,69.59324979782104
0,0,1,1,0,0,0,0,kneighborsRegressor,NA,brute,nan,NA,33,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.1516563574125458,74.062264919281
0,1,1,0,1,1,1,1,kneighborsRegressor,NA,kd_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.5428532776113393,78.44533014297485
0,1,1,0,1,1,0,1,kneighborsRegressor,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.3486375179736714,83.27919292449951
0,0,0,0,1,0,1,1,kneighborsRegressor,NA,kd_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,7,NA,uniform,-0.027480192865158903,87.70382475852966
0,0,1,1,0,0,1,1,kneighborsRegressor,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,1,NA,uniform,-0.36630627112578384,92.35027384757996
0,0,1,1,1,1,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.7657630167663955,96.67862296104431
1,1,1,0,1,1,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.4714099523554929,101.22326993942261
0,0,1,1,1,1,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.6093250162320591,105.91597723960876
0,1,1,0,1,0,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.31840706307235345,110.33918046951294
0,0,1,1,1,1,0,1,kneighborsRegressor,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,7,NA,distance,0.40804402807791185,114.83124899864197
1,0,1,1,1,1,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,10,NA,distance,0.6641204766172247,119.84457063674927
1,0,1,1,1,1,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,6,NA,distance,0.638166646020538,124.16539216041565
0,0,1,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,75,auto,9,12,nan,nan,NA,NA,0.5766764092343036,183.91563296318054
0,0,1,1,1,1,1,1,nnRegressor,relu,NA,16,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.8103600307415992,191.35099148750305
1,0,1,1,1,0,1,1,nnRegressor,relu,NA,10,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.19284064509471122,198.45060634613037
0,1,0,1,1,1,1,1,kneighborsRegressor,NA,kd_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,7,NA,distance,0.33180114402729666,203.3486044406891
0,0,0,0,1,1,1,1,nnRegressor,relu,NA,11,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.19552858637547188,214.4474709033966
1,0,1,1,1,1,1,1,nnRegressor,logistic,NA,26,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.372337174131982,219.88225531578064
1,0,0,0,1,1,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,7,NA,distance,0.1209396166627289,224.80804991722107
1,0,1,1,1,1,1,1,kneighborsRegressor,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,3,NA,distance,0.7468188169022463,229.4648814201355
0,1,1,0,1,1,1,1,nnRegressor,relu,NA,10,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,-0.0062971679076422316,234.23487782478333
1,0,1,1,1,1,0,1,kneighborsRegressor,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,7,NA,distance,0.435055802403995,239.15346455574036
1,0,1,1,1,1,1,1,nnRegressor,relu,NA,29,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.866505857301519,247.17781567573547
0,0,1,1,1,0,1,1,kneighborsRegressor,NA,kd_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,8,NA,distance,0.3475797422126835,252.13227534294128
0,0,1,1,1,1,1,0,nnRegressor,relu,NA,17,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.6572421937154154,262.28769636154175
0,0,0,0,1,1,0,1,nnRegressor,relu,NA,25,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.06338219699049596,269.56223130226135
1,0,1,1,0,0,1,0,nnRegressor,relu,NA,19,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.29395299761240246,277.09370398521423
0,1,1,1,1,1,1,0,nnRegressor,relu,NA,25,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.6122174858202178,289.7780544757843
0,0,1,1,1,1,1,1,nnRegressor,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.3396318280145363,294.7767252922058
1,1,1,1,1,1,0,1,nnRegressor,relu,NA,26,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.4487968189414525,302.6023564338684
0,1,1,1,1,1,1,0,nnRegressor,relu,NA,32,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.6117436117069994,310.2393193244934
1,0,0,1,1,1,0,0,nnRegressor,logistic,NA,32,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.0033926040853318185,316.0459291934967
0,0,1,1,1,0,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,1,NA,distance,-0.2296671201654632,321.13114070892334
0,1,1,1,1,1,1,1,nnRegressor,tanh,NA,30,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.8258817688634356,330.6720380783081
1,0,1,1,1,1,1,1,kneighborsRegressor,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,9,NA,distance,0.7907419397687203,335.0885639190674
0,0,1,1,1,0,1,0,kneighborsRegressor,NA,auto,nan,NA,9,NA,nan,NA,nan,nan,nan,3,NA,distance,0.1560294602343465,339.8178083896637
1,0,1,1,1,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,84,auto,10,38,nan,nan,NA,NA,0.5807426885038547,346.7111654281616
0,1,1,0,0,0,0,0,nnRegressor,logistic,NA,32,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.2426212347025074,359.52605628967285
1,1,1,1,1,1,1,1,nnRegressor,tanh,NA,18,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.8818571265431067,368.683025598526
1,0,1,1,1,1,1,1,nnRegressor,identity,NA,18,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.368663841717655,373.4082262516022
1,0,1,1,1,1,1,1,nnRegressor,tanh,NA,20,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,0.872564854077961,383.98931884765625
0,0,1,1,1,1,0,1,nnRegressor,tanh,NA,8,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,0.4587060424188961,396.4449245929718
1,0,1,1,1,1,1,1,nnRegressor,relu,NA,32,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.8496795007641041,404.91857647895813
1,1,1,1,1,1,1,1,nnRegressor,tanh,NA,21,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.8873602323068772,416.7930324077606
0,1,1,1,1,1,1,1,nnRegressor,relu,NA,21,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.8460591943098845,424.4814028739929
0,1,1,0,1,1,1,1,nnRegressor,relu,NA,22,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.5430161900109318,436.35722374916077
1,1,1,1,1,1,1,1,nnRegressor,tanh,NA,22,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.695438134069153,444.688951253891
1,0,1,0,1,1,1,1,nnRegressor,tanh,NA,18,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.3806196651491537,451.01752281188965
1,0,1,0,1,1,1,1,nnRegressor,identity,NA,24,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.36775981311219075,458.3183467388153
0,1,1,1,1,1,1,1,kneighborsRegressor,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,9,NA,distance,0.7608872706975329,463.00373435020447
0,1,1,1,1,1,1,1,kneighborsRegressor,NA,brute,nan,NA,32,NA,nan,NA,nan,nan,nan,3,NA,distance,0.7155228977805197,467.8340423107147
1,1,1,1,1,1,1,1,nnRegressor,logistic,NA,21,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.8019574836193115,476.4279236793518
1,0,1,1,1,1,1,0,nnRegressor,logistic,NA,32,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.6765016611280175,484.71657633781433
0,1,1,1,1,1,1,1,nnRegressor,tanh,NA,26,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.8421922726799492,494.5646550655365
1,0,1,1,0,1,1,1,nnRegressor,relu,NA,31,NA,nan,constant,nan,NA,nan,nan,9,nan,adam,NA,0.5387249105720622,501.8556625843048
0,1,1,1,1,1,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,2,NA,distance,0.6739523204087969,506.5690805912018
0,1,1,1,1,1,1,1,nnRegressor,relu,NA,24,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.8520119168190727,514.862898349762
1,0,1,1,1,1,1,1,nnRegressor,relu,NA,15,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.8527151314013885,523.583512544632
1,0,1,1,1,1,1,1,nnRegressor,tanh,NA,19,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.8662223710589506,536.7211213111877
1,0,1,1,1,1,1,1,nnRegressor,tanh,NA,24,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.85599650805007,545.8016400337219
0,1,0,1,1,1,0,1,kneighborsRegressor,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,1,NA,distance,-0.5814476901075012,550.0289325714111
1,0,1,0,1,1,1,1,nnRegressor,tanh,NA,17,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.643242402464203,559.3276588916779
1,0,1,1,1,1,0,1,nnRegressor,tanh,NA,26,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.5115605343055265,568.5752191543579
1,0,1,1,1,1,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,2,NA,distance,0.6994212004298692,572.5829081535339
1,0,1,1,1,1,1,1,nnRegressor,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.3665045848289329,577.6585552692413
1,1,1,1,1,1,1,1,nnRegressor,relu,NA,13,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.9093929243560575,586.4083735942841
1,1,1,1,1,1,1,1,nnRegressor,relu,NA,12,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9022608425297053,593.5432748794556
0,1,1,1,1,1,1,0,nnRegressor,tanh,NA,8,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.6820179208704216,608.8068695068359
0,1,1,0,1,1,1,1,nnRegressor,tanh,NA,12,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.6156143548954052,617.7001104354858
1,0,1,1,1,1,1,1,nnRegressor,logistic,NA,29,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.3707317736377511,621.7662460803986
1,0,1,1,0,1,1,0,nnRegressor,relu,NA,27,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.4619558043771309,628.1094462871552
0,0,1,1,1,1,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,1,NA,distance,0.24221002535398706,632.2651824951172
1,1,1,1,1,1,1,1,kneighborsRegressor,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.5735645757316649,636.2791092395782
1,1,1,1,1,1,1,1,nnRegressor,relu,NA,24,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9132822239225937,643.4893841743469
0,1,1,1,1,1,1,1,nnRegressor,relu,NA,31,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.8522384784144684,650.987193107605
0,0,1,1,1,0,1,0,nnRegressor,logistic,NA,25,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.31375978445524466,657.0049936771393
1,0,1,1,1,1,1,0,nnRegressor,relu,NA,20,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.6925967472067849,663.864809513092
1,1,1,1,1,1,1,1,nnRegressor,relu,NA,13,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.9001820390181664,670.7486577033997
1,1,1,1,1,1,1,1,nnRegressor,identity,NA,13,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,0.36894575977487765,674.7815461158752
1,1,1,1,1,1,1,1,nnRegressor,tanh,NA,10,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9118619278224607,684.4937155246735
0,1,1,1,1,1,1,1,nnRegressor,relu,NA,12,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.8276052606347643,698.3441710472107
0,0,1,1,1,1,1,1,nnRegressor,relu,NA,16,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.3230142038260422,703.9877197742462
1,1,1,0,1,1,1,1,nnRegressor,tanh,NA,24,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.6629806472074824,712.4677557945251
1,0,1,1,1,1,1,1,nnRegressor,relu,NA,26,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.8688233187065346,719.5821917057037
0,1,1,1,1,1,1,1,nnRegressor,logistic,NA,16,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,0.3400250594344377,730.0368022918701
0,0,1,0,1,1,1,1,nnRegressor,logistic,NA,19,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,0.5431056541113777,739.5072181224823
1,0,1,1,1,1,1,1,nnRegressor,logistic,NA,16,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.7598109149060701,746.9977784156799
1,1,1,1,1,1,1,1,nnRegressor,relu,NA,26,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.13677498135607824,751.8516457080841
1,1,1,1,1,1,0,1,nnRegressor,tanh,NA,19,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.5021961162555795,760.7817690372467
0,1,1,1,1,1,1,1,nnRegressor,relu,NA,32,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.006293351641881717,764.5478472709656
1,1,1,1,1,1,1,0,nnRegressor,tanh,NA,32,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.7261723063145202,773.8612608909607
