feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,0,1,0,0,0,1,kneighborsRegressor,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,5,NA,distance,-0.1711580217552644,5.08366060256958
0,0,1,1,0,0,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,33,log2,7,5,nan,nan,NA,NA,0.26735166312949765,29.213993310928345
0,1,1,0,1,0,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,52,auto,20,40,nan,nan,NA,NA,0.36232904276698674,77.30574059486389
0,1,1,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,51,auto,4,40,nan,nan,NA,NA,0.5737932753071979,84.4296886920929
1,0,0,0,1,1,1,1,nnRegressor,identity,NA,27,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.11937991174207496,89.6124587059021
0,0,0,1,0,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,18,log2,3,8,nan,nan,NA,NA,-0.008175767200886863,95.46409773826599
0,0,0,0,1,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,56,sqrt,2,14,nan,nan,NA,NA,0.02904658845447361,100.68904995918274
0,1,1,0,1,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,57,auto,9,3,nan,nan,NA,NA,0.5748994324198197,107.60956382751465
0,1,0,1,0,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,37,auto,18,13,nan,nan,NA,NA,0.2367354988854502,113.96646809577942
0,1,1,1,1,1,1,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,74,auto,13,40,nan,nan,NA,NA,0.37749665580808855,129.35195875167847
0,0,0,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,3,sqrt,4,37,nan,nan,NA,NA,0.0474222959542735,134.4707281589508
1,0,0,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,46,auto,8,2,nan,nan,NA,NA,-0.029506562229839606,172.73472428321838
1,1,1,1,1,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,90,log2,3,40,nan,nan,NA,NA,0.4464838853122457,178.45567226409912
1,1,0,0,1,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,99,auto,8,26,nan,nan,NA,NA,0.11808223730144307,185.302969455719
0,1,1,1,1,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,39,auto,10,9,nan,nan,NA,NA,0.6481960929413705,192.63222861289978
0,0,1,1,0,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,95,auto,20,12,nan,nan,NA,NA,0.3771332405503246,198.7728717327118
1,1,1,1,1,0,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,2,sqrt,11,5,nan,nan,NA,NA,0.2387714639089581,219.85701632499695
1,0,1,1,0,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,45,auto,9,13,nan,nan,NA,NA,0.5054695975674344,226.93571829795837
0,1,1,1,0,0,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,7,auto,17,36,nan,nan,NA,NA,0.27686055131063303,232.998131275177
0,0,1,0,1,1,1,1,kneighborsRegressor,NA,auto,nan,NA,37,NA,nan,NA,nan,nan,nan,8,NA,distance,0.5756704509751642,237.75481367111206
0,0,1,0,1,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,15,auto,10,10,nan,nan,NA,NA,0.5060528008327914,286.49306631088257
