activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
identity,brute,27,mae,1,0,1,1,1,1,11,adaptive,81,sqrt,16,15,randomForestRegressor,9,9,sgd,uniform,0.4341125385888377,166.7801194989588
relu,auto,27,mse,1,0,1,1,1,1,23,invscaling,63,sqrt,17,35,randomForestRegressor,7,8,sgd,uniform,0.5189568669860649,166.78017814806662
identity,kd_tree,17,mae,1,0,1,1,1,1,20,invscaling,49,sqrt,18,31,randomForestRegressor,8,9,sgd,distance,0.5466662066085013,166.7802149169147
identity,auto,25,mae,1,0,1,1,1,1,11,adaptive,6,sqrt,6,19,randomForestRegressor,10,5,sgd,distance,0.41080503711572325,166.78025035606697
identity,auto,21,mse,1,1,0,1,1,1,17,constant,8,sqrt,15,13,randomForestRegressor,5,5,sgd,uniform,-0.035628895205698896,166.78028622595593
identity,brute,19,mse,1,1,0,1,1,1,16,adaptive,19,auto,9,20,randomForestRegressor,5,9,adam,distance,0.48138902652339166,166.78032199502923
identity,brute,16,mse,1,0,0,1,1,1,13,adaptive,62,sqrt,13,19,randomForestRegressor,6,8,adam,uniform,0.5807846696036734,166.78037208411843
identity,ball_tree,14,mse,1,0,0,1,1,1,18,adaptive,9,auto,11,21,nnRegressor,8,5,adam,uniform,-4.7012764854559785,166.78040722291917
tanh,kd_tree,15,mse,1,1,1,1,1,1,20,constant,83,sqrt,9,13,nnRegressor,10,6,sgd,uniform,-6.085604294966175,166.78044231189415
tanh,ball_tree,22,mae,1,0,1,1,1,1,21,adaptive,62,auto,17,17,randomForestRegressor,9,6,sgd,uniform,0.4161629522751934,166.78047720203176
identity,brute,21,mae,1,0,0,1,1,1,11,adaptive,62,sqrt,17,15,randomForestRegressor,10,9,sgd,uniform,0.6034082193333294,166.78051182092167
tanh,auto,17,mae,1,0,0,1,1,1,9,adaptive,93,sqrt,6,31,nnRegressor,10,9,sgd,distance,-10.81059324093104,166.78054634993896
tanh,kd_tree,21,mae,1,0,1,1,1,1,30,invscaling,51,sqrt,13,19,randomForestRegressor,8,9,sgd,distance,-0.11385871261647273,166.78058080002666
identity,auto,20,mse,1,1,0,1,1,1,13,constant,27,auto,13,34,randomForestRegressor,8,6,adam,distance,0.31667894825558873,166.78061547898687
tanh,kd_tree,19,mae,1,1,0,1,1,1,23,invscaling,9,sqrt,16,13,randomForestRegressor,10,8,sgd,uniform,-0.003925303431167038,166.7806500880979
identity,kd_tree,20,mse,1,1,0,1,1,1,30,invscaling,87,sqrt,16,25,randomForestRegressor,10,10,sgd,uniform,0.005726596884480406,166.7806848869659
identity,brute,14,mse,1,1,1,1,1,1,22,constant,86,sqrt,9,20,nnRegressor,5,9,adam,uniform,-0.7750625737405357,166.78071953705512
identity,brute,24,mae,1,0,1,1,1,1,30,constant,43,sqrt,16,8,randomForestRegressor,7,8,sgd,uniform,0.00838564986979684,166.780753496103
identity,auto,19,mae,1,0,0,1,1,1,37,invscaling,84,sqrt,17,7,nnRegressor,6,10,sgd,distance,-0.06060531378445777,166.78078739508055
relu,kd_tree,16,mse,1,0,0,1,1,1,15,constant,10,sqrt,12,13,nnRegressor,8,7,sgd,uniform,-0.9158257770277871,166.78082185494713
relu,auto,27,mse,1,1,1,1,1,1,15,constant,77,auto,18,17,nnRegressor,9,9,adam,distance,0.6204948028261571,581.9578428089153
relu,auto,25,mse,1,1,1,1,1,1,21,constant,64,auto,18,33,nnRegressor,9,7,adam,distance,0.6300038074145174,581.9579030179884
relu,auto,21,mse,1,1,1,1,1,1,23,constant,53,auto,16,32,nnRegressor,9,8,adam,distance,0.6215120389924417,581.9579395970795
relu,auto,28,mse,1,1,1,1,1,1,15,constant,10,auto,10,23,nnRegressor,6,9,adam,distance,0.5996053678884086,581.9579740760382
relu,auto,22,mse,1,1,1,1,1,1,16,constant,12,auto,19,17,nnRegressor,9,9,adam,distance,0.620304320139394,581.9580091659445
relu,auto,23,mse,1,1,1,1,1,1,19,constant,23,auto,13,24,nnRegressor,9,8,adam,distance,0.6140631456080237,581.9580444251187
relu,auto,20,mse,1,1,1,1,1,1,11,constant,63,auto,17,18,nnRegressor,8,7,adam,distance,0.6112316820166181,581.958078813972
relu,auto,18,mse,1,1,1,1,1,1,19,constant,13,auto,15,25,nnRegressor,5,1,adam,distance,-18.5871072479135,581.9581138540525
relu,auto,19,mse,1,1,1,1,1,1,23,constant,79,auto,12,14,nnRegressor,6,8,adam,distance,-98.1069295759733,581.9581486529205
relu,auto,25,mse,1,1,1,1,1,1,21,constant,65,auto,16,21,nnRegressor,8,10,adam,distance,0.6075801028939016,581.9581831619143
relu,auto,24,mse,1,1,1,1,1,1,15,constant,62,auto,17,19,nnRegressor,6,8,adam,distance,0.6034082193333294,581.9582187021151
relu,auto,21,mse,1,1,1,1,1,1,8,constant,89,auto,10,35,nnRegressor,6,6,adam,distance,-39.84258548336217,581.9582537009846
relu,auto,25,mse,1,1,1,1,1,1,26,constant,55,auto,17,17,nnRegressor,7,9,adam,distance,0.6213222743391947,581.9582880199887
relu,auto,24,mse,1,1,1,1,1,1,14,constant,31,auto,14,34,nnRegressor,9,9,adam,distance,0.6191673527418124,581.9583227089606
relu,auto,23,mse,1,1,1,1,1,1,21,constant,13,auto,15,17,nnRegressor,10,9,adam,distance,0.6064383748751463,581.9583726390265
relu,auto,24,mse,1,1,1,1,1,1,26,constant,83,auto,17,29,nnRegressor,6,8,adam,distance,0.6230080278416201,581.9584077179898
relu,auto,18,mse,1,1,1,1,1,1,26,constant,82,auto,7,24,nnRegressor,6,7,adam,distance,-2.498466645541265,581.9584419371095
relu,auto,28,mse,1,1,1,1,1,1,26,constant,47,auto,16,12,nnRegressor,9,9,adam,distance,0.6204133414046041,581.9584763960447
relu,auto,23,mse,1,1,1,1,1,1,33,constant,80,auto,19,11,nnRegressor,10,10,adam,distance,0.5904406878428514,581.958510606084
relu,auto,20,mse,1,1,1,1,1,1,19,constant,14,auto,10,17,nnRegressor,4,5,adam,distance,-90.56254311620809,581.9585449548904
relu,auto,27,mse,1,1,1,1,1,1,19,constant,73,auto,18,21,nnRegressor,8,7,adam,distance,-8.430649556053785,656.5024870459456
