activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,17,mse,1,1,1,1,1,1,21,constant,39,auto,8,25,nnRegressor,6,8,adam,distance,-10.551573254004726,356.2545627588406
relu,auto,18,mse,1,1,1,1,1,1,22,constant,23,auto,12,17,nnRegressor,8,7,adam,distance,0.3210197179307851,356.25459863897413
relu,auto,17,mse,1,1,1,1,1,1,17,constant,41,auto,10,16,nnRegressor,6,3,adam,distance,-6.096238709802395,356.25463418778963
relu,auto,22,mse,1,1,1,1,1,1,15,constant,25,auto,5,20,nnRegressor,4,8,adam,distance,-8.011365230959626,356.25466964789666
relu,auto,18,mse,1,1,1,1,1,1,10,constant,83,auto,8,20,nnRegressor,1,5,adam,distance,-0.0015415902369755319,356.25470573687926
relu,auto,20,mse,1,1,1,1,1,1,9,constant,12,auto,6,25,nnRegressor,10,3,adam,distance,-0.6529135572315066,356.25474210688844
relu,auto,20,mse,1,1,1,1,1,1,30,constant,59,auto,10,21,nnRegressor,9,5,adam,distance,-12.988599805635566,356.2547771669924
relu,auto,19,mse,1,1,1,1,1,1,14,constant,26,auto,9,26,nnRegressor,6,7,adam,distance,0.3210197179307851,356.254812235944
relu,auto,19,mse,1,1,1,1,1,1,34,constant,81,auto,11,26,nnRegressor,6,4,adam,distance,-5.784624394578202,356.25484741595574
relu,auto,17,mse,1,1,1,1,1,1,26,constant,20,auto,11,29,nnRegressor,9,7,adam,distance,-15.336664528438376,356.25488246488385
relu,auto,11,mse,1,1,1,1,1,1,13,constant,81,auto,11,12,nnRegressor,4,8,adam,distance,-8.139898084544367,356.2549171249848
relu,auto,15,mse,1,1,1,1,1,1,22,constant,82,auto,6,29,nnRegressor,7,9,adam,distance,0.3210197179307851,356.25495195481926
relu,auto,21,mse,1,1,1,1,1,1,28,constant,23,auto,13,16,nnRegressor,6,7,adam,distance,-12.0847498193961,356.2550009440165
relu,auto,18,mse,1,1,1,1,1,1,16,constant,40,auto,5,25,nnRegressor,7,9,adam,distance,-3.3879803818287346,356.2550358839799
relu,auto,23,mse,1,1,1,1,1,1,11,constant,68,auto,8,30,nnRegressor,7,5,adam,distance,0.007586427557760178,356.25507040298544
relu,auto,20,mse,1,1,1,1,1,1,16,constant,19,auto,12,24,nnRegressor,7,8,adam,distance,-35.22432564666901,445.0008208299987
relu,auto,22,mse,1,1,1,1,1,1,15,constant,56,auto,6,20,nnRegressor,8,6,adam,distance,-16.64536087746039,445.0008822688833
relu,auto,17,mse,1,1,1,1,1,1,18,constant,31,auto,11,17,nnRegressor,5,8,adam,distance,-8.011365230959626,445.0009187189862
relu,auto,22,mse,1,1,1,1,1,1,16,constant,54,auto,9,30,nnRegressor,7,8,adam,distance,-5.111442895048285,445.00095420796424
relu,auto,20,mse,1,1,1,1,1,1,14,constant,63,auto,13,14,nnRegressor,6,8,adam,distance,-0.7053819147849045,445.00100337783806
relu,auto,13,mse,1,1,1,1,1,1,19,constant,40,auto,10,25,nnRegressor,6,7,adam,distance,0.3210197179307851,445.0010385969654
relu,auto,19,mse,1,1,1,1,1,1,26,constant,25,auto,14,16,nnRegressor,8,9,adam,distance,-3.1336744770853606,445.0010741869919
relu,auto,13,mse,1,1,1,1,1,1,19,constant,42,auto,9,20,nnRegressor,7,6,adam,distance,0.3210197179307851,445.001109136967
relu,auto,20,mse,1,1,1,1,1,1,13,constant,26,auto,9,16,nnRegressor,4,9,adam,distance,-15.245347598291062,445.00114388600923
relu,auto,20,mse,1,1,1,1,1,1,14,constant,79,auto,8,24,nnRegressor,2,8,adam,distance,-24.03354445193221,445.001178705832
relu,auto,24,mse,1,1,1,1,1,1,12,constant,16,auto,8,29,nnRegressor,7,7,adam,distance,-5.553747904893362,445.00121375592425
relu,auto,20,mse,1,1,1,1,1,1,34,constant,55,auto,11,17,nnRegressor,9,9,adam,distance,-2.7824519705594013,445.0012484549079
relu,auto,20,mse,1,1,1,1,1,1,17,constant,26,auto,7,26,nnRegressor,6,8,adam,distance,0.007586427557760178,445.00128343491815
relu,auto,17,mse,1,1,1,1,1,1,30,constant,77,auto,9,24,nnRegressor,4,6,adam,distance,0.007586427557760178,445.00131914392114
relu,auto,19,mse,1,1,1,1,1,1,22,constant,22,auto,10,33,nnRegressor,5,7,adam,distance,-2.4136465451507374,445.0013540238142
relu,auto,15,mse,1,1,1,1,1,1,16,constant,77,auto,7,16,nnRegressor,6,7,adam,distance,-2.2578673084731156,445.00138892396353
relu,auto,19,mse,1,1,1,1,1,1,26,constant,78,auto,10,33,nnRegressor,7,10,adam,distance,-4.818592066309464,445.0014239929151
relu,auto,24,mse,1,1,1,1,1,1,24,constant,27,auto,17,15,nnRegressor,7,9,adam,distance,-0.3941033449163731,445.00145856291056
relu,auto,18,mse,1,1,1,1,1,1,12,constant,36,auto,8,24,nnRegressor,7,8,adam,distance,-17.13709399258463,445.0014935620129
relu,auto,19,mse,1,1,1,1,1,1,11,constant,64,auto,11,29,nnRegressor,7,6,adam,distance,-44.12617264751695,445.00152810197324
