activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
logistic,auto,12,mse,1,1,1,1,1,0,16,constant,5,log2,16,6,randomForestRegressor,3,1,lbfgs,distance,0.021194175801282134,100.78634674288332
identity,kd_tree,12,mae,1,1,1,1,1,1,21,constant,15,log2,13,31,randomForestRegressor,4,5,lbfgs,distance,-1.6884132035599464e-05,100.78640249185264
logistic,auto,24,mse,1,1,0,1,1,1,9,constant,81,auto,12,28,randomForestRegressor,6,6,sgd,distance,0.43685082028463706,100.78643917106092
tanh,auto,16,mae,1,1,1,1,1,0,22,constant,14,auto,10,12,nnRegressor,5,6,sgd,distance,-14.180877383061619,100.78647460089996
logistic,auto,10,mae,1,1,1,1,1,0,13,constant,88,sqrt,17,18,nnRegressor,3,2,sgd,distance,-1.7101745141696356,100.78668525791727
tanh,brute,27,mae,1,1,0,1,1,0,12,constant,85,log2,16,19,nnRegressor,3,3,sgd,distance,-11.47296036723305,100.78672033804469
tanh,brute,12,mse,1,1,1,1,1,0,19,constant,41,auto,15,25,nnRegressor,4,2,sgd,distance,-0.17514813246870276,100.78675492689945
logistic,auto,17,mse,1,1,1,1,1,1,19,constant,24,sqrt,16,33,randomForestRegressor,5,2,lbfgs,distance,0.3064325878258829,100.78678898699582
tanh,ball_tree,27,mse,1,1,0,1,1,0,11,constant,59,sqrt,14,23,randomForestRegressor,5,1,lbfgs,distance,0.3272549207300065,100.78682386595756
relu,brute,18,mse,1,1,1,1,1,1,17,constant,8,log2,15,10,randomForestRegressor,5,5,adam,distance,0.3970397754573628,100.7868585260585
logistic,auto,24,mae,1,1,0,1,1,0,22,constant,75,sqrt,15,21,randomForestRegressor,5,2,lbfgs,distance,-1.6884132035599464e-05,100.78689318499528
tanh,brute,25,mse,1,1,1,1,1,1,7,constant,41,log2,17,36,nnRegressor,4,5,lbfgs,distance,-0.4395821563957252,100.78692764486186
identity,brute,25,mae,1,1,0,1,1,1,27,constant,12,auto,16,19,randomForestRegressor,2,6,adam,distance,-0.025459067424353776,100.78696173406206
logistic,ball_tree,25,mae,1,1,1,1,1,0,31,constant,54,log2,11,17,randomForestRegressor,4,3,adam,distance,-1.6884132035599464e-05,100.78699578391388
tanh,auto,26,mae,1,1,1,1,1,1,28,constant,19,log2,6,37,randomForestRegressor,4,7,adam,distance,0.5695782315151074,100.78703031293117
identity,brute,19,mae,1,1,0,1,1,1,3,constant,26,auto,12,25,randomForestRegressor,3,6,adam,distance,-1.6884132035599464e-05,100.78706413297914
identity,auto,25,mae,1,1,1,1,1,0,11,constant,89,log2,15,11,randomForestRegressor,6,5,lbfgs,distance,-1.6884132035599464e-05,100.78709831205197
logistic,brute,25,mae,1,1,0,1,1,0,11,constant,14,log2,16,18,randomForestRegressor,4,2,lbfgs,distance,0.6274559738506289,100.78713240195066
identity,kd_tree,23,mae,1,1,1,1,1,1,11,constant,38,sqrt,6,36,randomForestRegressor,4,2,sgd,distance,-1.6884132035599464e-05,100.78716643201187
relu,kd_tree,21,mae,1,1,0,1,1,1,14,constant,19,sqrt,13,22,nnRegressor,3,2,adam,distance,-0.0014356507854300649,100.78720059106126
relu,auto,16,mse,1,1,1,1,1,1,20,constant,9,auto,17,10,nnRegressor,5,1,adam,distance,0.6387721408314051,602.518104318995
relu,auto,16,mse,1,1,1,1,1,1,17,constant,17,auto,17,30,nnRegressor,5,1,adam,distance,0.6372483235345885,602.518165888032
relu,auto,20,mse,1,1,1,1,1,1,13,constant,77,auto,15,32,nnRegressor,3,2,adam,distance,0.6379628885651207,602.5182027479168
relu,auto,15,mse,1,1,1,1,1,1,22,constant,13,auto,14,13,nnRegressor,5,2,adam,distance,-60.316803072026794,602.5182482970413
relu,auto,12,mse,1,1,1,1,1,1,17,constant,84,auto,15,19,nnRegressor,5,2,adam,distance,-0.5395049947510475,602.5182847168762
relu,auto,23,mse,1,1,1,1,1,1,16,constant,81,auto,20,23,nnRegressor,7,1,adam,distance,-67.5806093644283,602.5183195059653
relu,auto,13,mse,1,1,1,1,1,1,23,constant,37,auto,19,29,nnRegressor,1,2,adam,distance,-44.22037898787294,602.5183546959888
relu,auto,19,mse,1,1,1,1,1,1,17,constant,22,auto,14,31,nnRegressor,3,2,adam,distance,0.6551297557479553,602.5183895349037
relu,auto,23,mse,1,1,1,1,1,1,15,constant,55,auto,16,27,nnRegressor,5,1,adam,distance,0.6424409412161641,602.518424144946
relu,auto,18,mse,1,1,1,1,1,1,15,constant,12,auto,13,14,nnRegressor,5,1,adam,distance,0.6548786355559495,602.5184586639516
relu,auto,20,mse,1,1,1,1,1,1,18,constant,71,auto,18,25,nnRegressor,7,1,adam,distance,0.6333931359637612,602.5184932039119
relu,auto,21,mse,1,1,1,1,1,1,11,constant,37,auto,15,36,nnRegressor,4,5,adam,distance,-5.951418673406959,602.5185277629644
relu,auto,21,mse,1,1,1,1,1,1,23,constant,16,auto,16,23,nnRegressor,3,2,adam,distance,0.6209575641267127,602.5185630230699
relu,auto,21,mse,1,1,1,1,1,1,27,constant,50,auto,15,21,nnRegressor,5,1,adam,distance,0.6434320281935212,602.5185973420739
relu,auto,22,mse,1,1,1,1,1,1,24,constant,19,auto,10,33,nnRegressor,3,3,adam,distance,0.6418136919833504,602.518632001942
relu,auto,19,mse,1,1,1,1,1,1,7,constant,23,auto,16,29,nnRegressor,4,2,adam,distance,0.6263341446375031,602.5186668408569
relu,auto,21,mse,1,1,1,1,1,1,15,constant,85,auto,18,15,nnRegressor,4,1,adam,distance,0.6428855843427997,602.5187015610281
relu,auto,24,mse,1,1,1,1,1,1,15,constant,18,auto,16,22,nnRegressor,4,2,adam,distance,0.6274559738506289,602.5187360499986
relu,auto,19,mse,1,1,1,1,1,1,15,constant,34,auto,10,33,nnRegressor,5,1,adam,distance,0.6464336639380457,602.5187708900776
relu,auto,17,mse,1,1,1,1,1,1,18,constant,21,auto,17,26,nnRegressor,4,1,adam,distance,0.1202640564866213,602.5188052989542
relu,auto,12,mse,1,1,1,1,1,1,18,constant,13,auto,16,14,nnRegressor,5,2,adam,distance,-6.079420357929258,692.9156528979074
relu,auto,15,mse,1,1,1,1,1,1,19,constant,20,auto,13,34,nnRegressor,4,1,adam,distance,-6.079420357929258,692.9157081770245
relu,auto,18,mse,1,1,1,1,1,1,15,constant,76,auto,14,34,nnRegressor,6,5,adam,distance,-6.087196937971648,692.9158996138722
relu,auto,16,mse,1,1,1,1,1,1,19,constant,17,auto,17,17,nnRegressor,5,1,adam,distance,-6.711102069955133,692.915934714023
relu,auto,16,mse,1,1,1,1,1,1,17,constant,80,auto,16,23,nnRegressor,5,2,adam,distance,-7.144658004444736,692.9159695929848
relu,auto,27,mse,1,1,1,1,1,1,20,constant,77,auto,17,27,nnRegressor,8,5,adam,distance,-18.63855726249123,692.9160041830037
relu,auto,17,mse,1,1,1,1,1,1,22,constant,33,auto,15,31,nnRegressor,2,1,adam,distance,-44.58164458153129,692.9160397120286
relu,auto,16,mse,1,1,1,1,1,1,19,constant,23,auto,17,34,nnRegressor,6,2,adam,distance,-5.2093935603062205,692.9160744920373
relu,auto,24,mse,1,1,1,1,1,1,19,constant,51,auto,13,31,nnRegressor,5,2,adam,distance,-27.557235172202624,692.9161095409654
relu,auto,17,mse,1,1,1,1,1,1,19,constant,16,auto,17,18,nnRegressor,5,3,adam,distance,-13.698515972287373,692.9161443910562
relu,auto,18,mse,1,1,1,1,1,1,22,constant,67,auto,18,29,nnRegressor,3,2,adam,distance,-16.861707562722344,692.9161789698992
relu,auto,19,mse,1,1,1,1,1,1,14,constant,33,auto,16,35,nnRegressor,4,3,adam,distance,-10.707440805087362,692.9162136600353
relu,auto,22,mse,1,1,1,1,1,1,21,constant,17,auto,16,27,nnRegressor,5,4,adam,distance,-6.647909519508927,692.9162608089391
relu,auto,21,mse,1,1,1,1,1,1,23,constant,46,auto,16,25,nnRegressor,5,3,adam,distance,-19.441152522975276,692.9162956390064
relu,auto,18,mse,1,1,1,1,1,1,22,constant,23,auto,6,35,nnRegressor,5,3,adam,distance,-7.800321797155064,692.9163302578963
relu,auto,16,mse,1,1,1,1,1,1,10,constant,27,auto,12,29,nnRegressor,4,6,adam,distance,-6.726929554933147,692.9163652178831
relu,auto,22,mse,1,1,1,1,1,1,17,constant,81,auto,14,19,nnRegressor,7,3,adam,distance,-10.707440805087362,692.9163995569106
relu,auto,20,mse,1,1,1,1,1,1,17,constant,22,auto,16,26,nnRegressor,5,2,adam,distance,-12.86962848347666,692.9164341369178
relu,auto,19,mse,1,1,1,1,1,1,18,constant,30,auto,14,32,nnRegressor,5,2,adam,distance,-11.925512990518937,692.9164686759468
relu,auto,21,mse,1,1,1,1,1,1,19,constant,25,auto,17,25,nnRegressor,4,2,adam,distance,-9.89920058833707,692.9165034359321
relu,auto,15,mse,1,1,1,1,1,1,16,constant,16,auto,15,18,nnRegressor,1,2,adam,distance,-7.144658004444736,783.7496065308806
relu,auto,12,mse,1,1,1,1,1,1,21,constant,23,auto,14,32,nnRegressor,4,5,adam,distance,-10.809618309029785,783.7496638910379
relu,auto,18,mse,1,1,1,1,1,1,18,constant,72,auto,14,33,nnRegressor,7,1,adam,distance,-0.06008300679254974,783.7497018198483
relu,auto,18,mse,1,1,1,1,1,1,17,constant,21,auto,16,21,nnRegressor,5,1,adam,distance,-6.079420357929258,783.7497548589017
relu,auto,12,mse,1,1,1,1,1,1,13,constant,76,auto,17,27,nnRegressor,3,2,adam,distance,-6.079420357929258,783.749790388858
relu,auto,23,mse,1,1,1,1,1,1,22,constant,73,auto,14,31,nnRegressor,4,1,adam,distance,-10.76914091917757,783.7498258580454
relu,auto,19,mse,1,1,1,1,1,1,21,constant,29,auto,15,34,nnRegressor,3,1,adam,distance,-6.330446439761772e-05,783.7498612080235
relu,auto,16,mse,1,1,1,1,1,1,20,constant,27,auto,17,33,nnRegressor,6,2,adam,distance,0.11596464345086177,783.7498974769842
relu,auto,20,mse,1,1,1,1,1,1,15,constant,54,auto,17,27,nnRegressor,5,1,adam,distance,-19.30043737539146,783.7499327969272
relu,auto,17,mse,1,1,1,1,1,1,18,constant,20,auto,17,22,nnRegressor,5,4,adam,distance,-11.726780355066667,783.7499682658818
relu,auto,22,mse,1,1,1,1,1,1,21,constant,63,auto,14,26,nnRegressor,6,2,adam,distance,-4.391532845877066,783.7500032759272
relu,auto,22,mse,1,1,1,1,1,1,18,constant,37,auto,14,39,nnRegressor,5,7,adam,distance,-6.726929554933147,783.7500385749154
relu,auto,21,mse,1,1,1,1,1,1,20,constant,20,auto,16,28,nnRegressor,6,5,adam,distance,-14.366701338601017,783.7500734250061
relu,auto,21,mse,1,1,1,1,1,1,27,constant,42,auto,12,29,nnRegressor,3,4,adam,distance,-19.441152522975276,783.7501089640427
relu,auto,22,mse,1,1,1,1,1,1,26,constant,25,auto,10,37,nnRegressor,5,7,adam,distance,-13.698515972287373,783.7501439140178
relu,auto,18,mse,1,1,1,1,1,1,13,constant,23,auto,11,29,nnRegressor,6,4,adam,distance,-16.008765812388773,783.7501786928624
relu,auto,19,mse,1,1,1,1,1,1,17,constant,77,auto,15,21,nnRegressor,3,6,adam,distance,-19.528410271456746,783.7502134330571
relu,auto,18,mse,1,1,1,1,1,1,13,constant,25,auto,16,25,nnRegressor,5,2,adam,distance,-18.519606805356993,783.7502619919833
relu,auto,19,mse,1,1,1,1,1,1,14,constant,26,auto,18,36,nnRegressor,3,2,adam,distance,-11.925512990518937,783.7502969610505
relu,auto,19,mse,1,1,1,1,1,1,15,constant,21,auto,13,22,nnRegressor,6,2,adam,distance,-10.707440805087362,783.7503317608498
relu,auto,17,mse,1,1,1,1,1,1,19,constant,12,auto,17,22,nnRegressor,5,1,adam,distance,-18.188459653189835,873.2555721600074
relu,auto,14,mse,1,1,1,1,1,1,20,constant,19,auto,16,32,nnRegressor,5,3,adam,distance,-3.040530188837071,873.255629759049
relu,auto,22,mse,1,1,1,1,1,1,14,constant,74,auto,13,29,nnRegressor,4,5,adam,distance,-14.352642609490143,873.2556669190526
relu,auto,17,mse,1,1,1,1,1,1,21,constant,24,auto,17,25,nnRegressor,5,2,adam,distance,-13.698515972287373,873.2557029279415
relu,auto,12,mse,1,1,1,1,1,1,17,constant,72,auto,16,23,nnRegressor,5,2,adam,distance,-1.2582635358008232,873.2557387279812
relu,auto,25,mse,1,1,1,1,1,1,18,constant,69,auto,14,33,nnRegressor,8,1,adam,distance,-13.180544760646997,873.2557746870443
relu,auto,17,mse,1,1,1,1,1,1,21,constant,32,auto,16,31,nnRegressor,4,3,adam,distance,-5.2093935603062205,873.2558100370225
relu,auto,20,mse,1,1,1,1,1,1,19,constant,23,auto,15,32,nnRegressor,6,2,adam,distance,0.11596464345086177,873.2558452959638
relu,auto,24,mse,1,1,1,1,1,1,11,constant,58,auto,15,31,nnRegressor,5,2,adam,distance,-18.519606805356993,873.2558810859919
relu,auto,18,mse,1,1,1,1,1,1,18,constant,24,auto,13,18,nnRegressor,5,1,adam,distance,-11.726780355066667,873.2559167149011
relu,auto,22,mse,1,1,1,1,1,1,20,constant,59,auto,15,24,nnRegressor,4,2,adam,distance,-0.5030933866886094,873.2559517349582
relu,auto,19,mse,1,1,1,1,1,1,16,constant,35,auto,15,37,nnRegressor,5,6,adam,distance,-14.366701338601017,873.2559872639831
relu,auto,22,mse,1,1,1,1,1,1,24,constant,17,auto,16,24,nnRegressor,4,3,adam,distance,-0.2609741513125088,873.2560224628542
