activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,8,mse,1,1,1,1,1,1,26,constant,99,auto,8,2,nnRegressor,5,5,adam,distance,-0.9926015533771926,505.10361915291287
relu,auto,17,mse,1,1,1,1,1,1,20,constant,59,auto,9,9,nnRegressor,10,10,adam,distance,-17.92265080839342,505.10365578206256
relu,auto,13,mse,1,1,1,1,1,1,25,constant,96,auto,10,17,nnRegressor,10,5,adam,distance,-5.840462138551934,505.10370309185237
relu,auto,9,mse,1,1,1,1,1,1,19,constant,48,auto,16,7,nnRegressor,8,4,adam,distance,0.5717280376332776,505.103738630889
relu,auto,8,mse,1,1,1,1,1,1,27,constant,35,auto,6,9,nnRegressor,10,4,adam,distance,0.3794816021160258,505.1037738409359
relu,auto,13,mse,1,1,1,1,1,1,14,constant,77,auto,7,11,nnRegressor,6,4,adam,distance,-5.840462138551934,505.1038087999914
relu,auto,13,mse,1,1,1,1,1,1,19,constant,56,auto,7,12,nnRegressor,10,5,adam,distance,-5.840462138551934,505.10385421896353
relu,auto,10,mse,1,1,1,1,1,1,24,constant,58,auto,8,8,nnRegressor,8,4,adam,distance,-2.213254162045076,505.103889408987
relu,auto,8,mse,1,1,1,1,1,1,24,constant,38,auto,6,21,nnRegressor,9,3,adam,distance,0.3794816021160258,505.1039246278815
relu,auto,9,mse,1,1,1,1,1,1,18,constant,42,auto,10,2,nnRegressor,10,4,adam,distance,0.2753027915408144,505.10395959788
relu,auto,17,mse,1,1,1,1,1,1,28,constant,76,auto,10,7,nnRegressor,7,3,adam,distance,-3.793142216968227,505.103994356934
relu,auto,16,mse,1,1,1,1,1,1,23,constant,42,auto,7,22,nnRegressor,9,3,adam,distance,-1.1269549630180933,505.1040298768785
relu,auto,18,mse,1,1,1,1,1,1,29,constant,42,auto,9,18,nnRegressor,10,4,adam,distance,-3.7128650998802337,505.104064906016
relu,auto,8,mse,1,1,1,1,1,1,25,constant,100,auto,10,6,nnRegressor,10,4,adam,distance,0.3794816021160258,505.10409952607006
relu,auto,10,mse,1,1,1,1,1,1,20,constant,33,auto,7,2,nnRegressor,6,6,adam,distance,0.44444818577597944,505.10413431492634
relu,auto,9,mse,1,1,1,1,1,1,25,constant,89,auto,9,12,nnRegressor,10,6,adam,distance,-0.6199863553367653,505.10416914499365
relu,auto,8,mse,1,1,1,1,1,1,23,constant,40,auto,4,2,nnRegressor,10,4,adam,distance,0.3794816021160258,505.1042040239554
relu,auto,15,mse,1,1,1,1,1,1,24,constant,94,auto,7,4,nnRegressor,9,3,adam,distance,-20.18621050047955,505.10423852386884
relu,auto,14,mse,1,1,1,1,1,1,26,constant,44,auto,7,5,nnRegressor,6,5,adam,distance,-15.03712336481167,505.10427326289937
relu,auto,8,mse,1,1,1,1,1,1,25,constant,100,auto,7,2,nnRegressor,10,4,adam,distance,0.3794816021160258,642.0913873009849
relu,auto,12,mse,1,1,1,1,1,1,24,constant,100,auto,5,4,nnRegressor,9,5,adam,distance,-0.03693862575562745,642.0914394499268
relu,auto,21,mse,1,1,1,1,1,1,17,constant,63,auto,10,13,nnRegressor,10,6,adam,distance,-5.840462138551934,642.091476110043
relu,auto,9,mse,1,1,1,1,1,1,23,constant,100,auto,7,13,nnRegressor,10,4,adam,distance,-2.575190131696923,642.091511308914
relu,auto,10,mse,1,1,1,1,1,1,15,constant,52,auto,16,11,nnRegressor,6,4,adam,distance,-0.11067770184801073,642.0915464889258
relu,auto,9,mse,1,1,1,1,1,1,28,constant,32,auto,8,5,nnRegressor,10,4,adam,distance,0.3794816021160258,642.0915817779023
relu,auto,17,mse,1,1,1,1,1,1,18,constant,81,auto,7,8,nnRegressor,10,6,adam,distance,0.549209149539728,642.0916162480135
relu,auto,17,mse,1,1,1,1,1,1,15,constant,60,auto,7,16,nnRegressor,10,6,adam,distance,-2.575190131696923,642.0916508568916
relu,auto,14,mse,1,1,1,1,1,1,20,constant,62,auto,7,4,nnRegressor,4,3,adam,distance,-3.2338137781236345,642.0916854068637
relu,auto,8,mse,1,1,1,1,1,1,27,constant,42,auto,9,17,nnRegressor,10,4,adam,distance,0.5888937485621011,642.0917199060787
relu,auto,8,mse,1,1,1,1,1,1,17,constant,46,auto,9,6,nnRegressor,10,4,adam,distance,0.2753027915408144,642.0917544760741
relu,auto,16,mse,1,1,1,1,1,1,30,constant,80,auto,7,3,nnRegressor,10,4,adam,distance,-7.359869416258283,642.0917889550328
relu,auto,13,mse,1,1,1,1,1,1,21,constant,46,auto,8,18,nnRegressor,5,2,adam,distance,-1.1135201146246527,642.0918232249096
relu,auto,15,mse,1,1,1,1,1,1,28,constant,46,auto,7,16,nnRegressor,10,4,adam,distance,-16.948891089771557,642.0918686040677
relu,auto,8,mse,1,1,1,1,1,1,23,constant,100,auto,8,2,nnRegressor,10,4,adam,distance,0.3794816021160258,642.0919033039827
relu,auto,8,mse,1,1,1,1,1,1,24,constant,37,auto,7,2,nnRegressor,10,6,adam,distance,0.5268888784146539,642.0919377328828
relu,auto,9,mse,1,1,1,1,1,1,25,constant,93,auto,10,8,nnRegressor,7,4,adam,distance,0.2753027915408144,642.0919722330291
relu,auto,8,mse,1,1,1,1,1,1,24,constant,44,auto,5,2,nnRegressor,10,5,adam,distance,0.3794816021160258,642.0920067320112
relu,auto,19,mse,1,1,1,1,1,1,25,constant,93,auto,7,3,nnRegressor,6,3,adam,distance,-0.418505606039127,642.0920408118982
relu,auto,11,mse,1,1,1,1,1,1,22,constant,48,auto,7,9,nnRegressor,6,2,adam,distance,0.44444818577597944,642.0920751709491
