activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,auto,28,mse,1,1,1,1,1,1,32,adaptive,36,auto,18,11,randomForestRegressor,6,9,sgd,distance,0.36357913669064756,310.86724464199506
relu,auto,27,mse,1,1,1,1,1,1,18,constant,87,auto,15,16,randomForestRegressor,6,6,sgd,distance,0.009917896479276656,310.8672985320445
tanh,auto,29,mse,1,1,1,1,1,1,23,adaptive,26,auto,14,37,randomForestRegressor,6,9,sgd,distance,0.6042618564971032,310.86733441101387
tanh,auto,20,mse,1,1,1,1,1,1,6,invscaling,13,auto,13,28,randomForestRegressor,6,5,sgd,distance,0.5370722671371352,310.8673699600622
relu,auto,21,mse,1,1,1,1,1,1,20,adaptive,22,auto,10,39,randomForestRegressor,5,10,sgd,distance,0.5322106602279528,310.86740537011065
tanh,auto,20,mse,1,1,1,1,1,0,6,adaptive,76,auto,14,37,nnRegressor,7,7,sgd,distance,0.5995722862600255,310.8674401890021
tanh,auto,28,mse,1,1,1,1,1,1,23,adaptive,75,auto,6,35,nnRegressor,7,5,adam,distance,-4.260728146568815,310.86747467913665
tanh,auto,28,mse,1,1,1,1,1,1,5,constant,17,auto,8,8,randomForestRegressor,7,9,sgd,distance,-0.000450945401874403,310.8675090081524
relu,auto,19,mse,1,1,1,1,1,1,28,constant,14,auto,7,17,nnRegressor,6,6,sgd,distance,-74.94238060301922,310.86754381796345
relu,auto,21,mse,1,1,1,1,1,0,19,constant,69,auto,6,12,nnRegressor,6,5,sgd,distance,-0.1128035175031823,310.8675784470979
tanh,auto,27,mse,1,1,1,1,1,0,18,constant,30,auto,18,22,randomForestRegressor,6,9,adam,distance,0.3939756356173665,310.86761243618093
relu,auto,29,mse,1,1,1,1,1,0,8,invscaling,95,auto,12,24,randomForestRegressor,5,5,sgd,distance,-0.027024869803272455,310.867646766128
tanh,auto,12,mse,1,1,1,1,1,0,36,constant,86,auto,16,26,randomForestRegressor,2,5,sgd,distance,0.04818679887948041,310.8676808751188
tanh,auto,29,mse,1,1,1,1,1,0,22,constant,89,auto,8,23,randomForestRegressor,9,9,adam,distance,0.5991939893041319,310.86771516501904
tanh,auto,28,mse,1,1,1,1,1,0,5,adaptive,52,auto,17,38,randomForestRegressor,6,10,sgd,distance,0.6345621878460341,310.8677492940333
relu,auto,27,mse,1,1,1,1,1,1,16,constant,26,auto,18,25,randomForestRegressor,6,4,sgd,distance,-0.000450945401874403,310.867784074042
tanh,auto,27,mse,1,1,1,1,1,0,30,invscaling,39,auto,13,38,randomForestRegressor,5,10,sgd,distance,0.6275483656968232,310.8678189930506
tanh,auto,26,mse,1,1,1,1,1,0,34,adaptive,61,auto,14,36,randomForestRegressor,6,10,sgd,distance,0.46684393443188343,310.8678539621178
tanh,auto,14,mse,1,1,1,1,1,1,6,invscaling,11,auto,16,24,nnRegressor,6,10,adam,distance,0.26017684418397435,310.8678881020751
tanh,auto,15,mse,1,1,1,1,1,0,26,invscaling,63,auto,17,14,randomForestRegressor,6,5,adam,distance,-0.002381103966384357,310.86792249116115
relu,auto,26,mse,1,1,1,1,1,1,30,constant,38,auto,19,13,nnRegressor,6,10,adam,distance,0.6353796201230958,389.07827615202405
relu,auto,26,mse,1,1,1,1,1,1,22,constant,83,auto,19,17,nnRegressor,7,10,adam,distance,0.6342925496902498,389.0783300511539
relu,auto,28,mse,1,1,1,1,1,1,27,constant,29,auto,18,33,nnRegressor,6,9,adam,distance,0.6334342845457288,389.07836556015536
relu,auto,24,mse,1,1,1,1,1,1,10,constant,17,auto,17,24,nnRegressor,5,7,adam,distance,0.6329432754348012,389.0784001899883
relu,auto,25,mse,1,1,1,1,1,1,24,constant,26,auto,14,35,nnRegressor,4,10,adam,distance,0.632232724726174,389.07843469898216
relu,auto,24,mse,1,1,1,1,1,1,6,constant,72,auto,18,33,nnRegressor,7,4,adam,distance,-49.12179610125934,389.0784692890011
relu,auto,30,mse,1,1,1,1,1,1,23,constant,71,auto,10,31,nnRegressor,8,9,adam,distance,-3.419776680246403,389.0785041679628
relu,auto,26,mse,1,1,1,1,1,1,9,constant,21,auto,12,12,nnRegressor,9,10,adam,distance,0.622262039805767,389.0785382981412
relu,auto,23,mse,1,1,1,1,1,1,32,constant,18,auto,10,13,nnRegressor,2,7,adam,distance,-135.2255498728093,389.0785724769812
relu,auto,22,mse,1,1,1,1,1,1,23,constant,65,auto,10,8,nnRegressor,5,8,adam,distance,-109.18441189489185,389.0786066460423
relu,auto,29,mse,1,1,1,1,1,1,22,constant,34,auto,20,19,nnRegressor,8,9,adam,distance,0.6353064965107658,389.0786408460699
relu,auto,28,mse,1,1,1,1,1,1,12,constant,91,auto,16,23,nnRegressor,6,9,adam,distance,0.6287732909545993,389.0786747550592
relu,auto,16,mse,1,1,1,1,1,1,33,constant,82,auto,18,22,nnRegressor,2,9,adam,distance,0.6346022586203253,389.0787086051423
relu,auto,30,mse,1,1,1,1,1,1,26,constant,85,auto,12,22,nnRegressor,7,9,adam,distance,0.6253003496440388,389.0787420440465
relu,auto,28,mse,1,1,1,1,1,1,9,constant,48,auto,17,34,nnRegressor,6,10,adam,distance,0.6345621878460341,389.0787757539656
relu,auto,27,mse,1,1,1,1,1,1,20,constant,30,auto,19,21,nnRegressor,5,8,adam,distance,0.6353796201230958,389.07880944316275
relu,auto,26,mse,1,1,1,1,1,1,30,constant,39,auto,17,34,nnRegressor,4,10,adam,distance,0.6336363735881131,389.0788435630966
relu,auto,30,mse,1,1,1,1,1,1,32,constant,57,auto,18,32,nnRegressor,8,10,adam,distance,0.6336244702235992,389.07887765206397
relu,auto,18,mse,1,1,1,1,1,1,10,constant,15,auto,16,20,nnRegressor,5,9,adam,distance,-15.291197358191209,389.0789117810782
relu,auto,19,mse,1,1,1,1,1,1,30,constant,59,auto,19,11,nnRegressor,6,9,adam,distance,0.6347525594091161,389.0789526011795
relu,auto,28,mse,1,1,1,1,1,1,31,constant,37,auto,16,10,nnRegressor,6,8,adam,distance,-1.6756652405009689,462.158574716188
relu,auto,28,mse,1,1,1,1,1,1,22,constant,79,auto,15,16,nnRegressor,5,9,adam,distance,-24.273684651856723,462.15862564602867
relu,auto,28,mse,1,1,1,1,1,1,28,constant,29,auto,16,29,nnRegressor,6,9,adam,distance,-2.2231297641659027,462.15866207517684
relu,auto,28,mse,1,1,1,1,1,1,14,constant,21,auto,16,20,nnRegressor,8,9,adam,distance,-17.51683428514266,462.1586970540229
relu,auto,21,mse,1,1,1,1,1,1,20,constant,30,auto,18,31,nnRegressor,5,10,adam,distance,-28.048618990504266,462.15873197396286
relu,auto,28,mse,1,1,1,1,1,1,10,constant,68,auto,16,29,nnRegressor,3,8,adam,distance,-17.16118291636026,462.158766763052
relu,auto,29,mse,1,1,1,1,1,1,27,constant,67,auto,14,27,nnRegressor,4,8,adam,distance,-11.2183680433804,462.1588019931223
relu,auto,29,mse,1,1,1,1,1,1,13,constant,25,auto,12,8,nnRegressor,5,8,adam,distance,-8.277747252163213,462.158836401999
relu,auto,25,mse,1,1,1,1,1,1,34,constant,22,auto,14,9,nnRegressor,4,10,adam,distance,-0.0014083619706535266,462.1588713619858
relu,auto,22,mse,1,1,1,1,1,1,27,constant,61,auto,13,10,nnRegressor,6,4,adam,distance,-17.04529889677865,462.1589069911279
relu,auto,30,mse,1,1,1,1,1,1,25,constant,36,auto,16,20,nnRegressor,7,9,adam,distance,-10.433327176560006,462.15894188010134
relu,auto,28,mse,1,1,1,1,1,1,16,constant,87,auto,19,20,nnRegressor,6,7,adam,distance,-2.2231297641659027,462.1589879200328
relu,auto,20,mse,1,1,1,1,1,1,31,constant,78,auto,18,18,nnRegressor,3,7,adam,distance,-0.001452773562252041,462.1590226390399
relu,auto,28,mse,1,1,1,1,1,1,30,constant,81,auto,14,18,nnRegressor,7,9,adam,distance,-19.564038097831773,462.1590575790033
relu,auto,28,mse,1,1,1,1,1,1,11,constant,44,auto,18,30,nnRegressor,6,9,adam,distance,-2.2231297641659027,462.1590922579635
relu,auto,27,mse,1,1,1,1,1,1,23,constant,34,auto,18,22,nnRegressor,6,6,adam,distance,-18.029868186279238,462.1591263571754
relu,auto,30,mse,1,1,1,1,1,1,32,constant,39,auto,18,30,nnRegressor,6,9,adam,distance,-25.069616180918885,462.1591606771108
relu,auto,26,mse,1,1,1,1,1,1,31,constant,53,auto,14,28,nnRegressor,6,10,adam,distance,-11.2183680433804,462.1591948561836
relu,auto,20,mse,1,1,1,1,1,1,14,constant,19,auto,18,16,nnRegressor,5,6,adam,distance,-8.273194408637643,462.1592293861322
relu,auto,23,mse,1,1,1,1,1,1,32,constant,55,auto,16,12,nnRegressor,6,5,adam,distance,-0.10139955248353472,462.15926369512454
relu,auto,29,mse,1,1,1,1,1,1,32,constant,34,auto,19,10,nnRegressor,6,10,adam,distance,-2.2231297641659027,531.1868206821382
relu,auto,28,mse,1,1,1,1,1,1,18,constant,75,auto,19,12,nnRegressor,6,5,adam,distance,-22.22135974080511,531.1868739810307
relu,auto,28,mse,1,1,1,1,1,1,26,constant,33,auto,15,25,nnRegressor,6,9,adam,distance,-2.2231297641659027,531.1869096511509
relu,auto,24,mse,1,1,1,1,1,1,18,constant,25,auto,12,16,nnRegressor,4,6,adam,distance,-9.247873922495447,531.1871589771472
relu,auto,25,mse,1,1,1,1,1,1,24,constant,26,auto,18,27,nnRegressor,6,8,adam,distance,-15.990290602945677,531.1872083160561
relu,auto,26,mse,1,1,1,1,1,1,14,constant,64,auto,18,25,nnRegressor,1,10,adam,distance,-7.865376367414525,531.187242745189
relu,auto,26,mse,1,1,1,1,1,1,31,constant,63,auto,16,23,nnRegressor,8,6,adam,distance,-24.968889517934674,531.1872768450994
relu,auto,29,mse,1,1,1,1,1,1,17,constant,26,auto,16,11,nnRegressor,6,9,adam,distance,-23.341312480042088,531.1873110439628
relu,auto,26,mse,1,1,1,1,1,1,30,constant,24,auto,11,7,nnRegressor,8,6,adam,distance,-28.048618990504266,531.1873447941616
relu,auto,26,mse,1,1,1,1,1,1,24,constant,65,auto,11,8,nnRegressor,7,1,adam,distance,-0.7752890543912931,531.1873791930266
relu,auto,27,mse,1,1,1,1,1,1,29,constant,32,auto,20,16,nnRegressor,3,9,adam,distance,-19.564038097831773,531.1874137530103
relu,auto,28,mse,1,1,1,1,1,1,12,constant,83,auto,15,16,nnRegressor,5,9,adam,distance,-2.2231297641659027,531.18744797213
relu,auto,19,mse,1,1,1,1,1,1,35,constant,74,auto,17,22,nnRegressor,7,4,adam,distance,-6.427582987584108,531.1874820510857
